FIPS,State,County,UnemploymentRate,PreventableHospitalStays,UninsuredAdults,Year,AccessToCareIndex
16017,Idaho,Bonner,4.1679130521,1723.0,14.940739854,2021,8.5059260146
16019,Idaho,Bonneville,2.3912205042,2140.0,11.469883352,2021,8.8530116648
16021,Idaho,Boundary,4.4270833333,1258.0,17.58507135,2021,8.241492865
16023,Idaho,Butte,2.6485325698,3126.0,13.66616238,2021,8.633383762
16025,Idaho,Camas,2.7338129496,,14.930555556,2021,8.5069444444
16027,Idaho,Canyon,3.2030037739,2836.0,16.886887954,2021,8.3113112046
16029,Idaho,Caribou,2.6602176542,2582.0,10.003455425,2021,8.9996544575
16031,Idaho,Cassia,2.4150634466,2487.0,17.44546728,2021,8.255453272
16033,Idaho,Clark,3.7037037037,,27.194244604,2021,7.280575539600001
16035,Idaho,Clearwater,6.7814113597,3638.0,14.14427157,2021,8.585572843
16037,Idaho,Custer,4.2190305206,2414.0,15.770130304,2021,8.4229869696
16039,Idaho,Elmore,3.2735775526,3305.0,14.071526216,2021,8.5928473784
16041,Idaho,Franklin,2.3434171282,3617.0,13.379677309,2021,8.6620322691
16043,Idaho,Fremont,2.3379923761,1720.0,15.135759676,2021,8.486424032399999
16045,Idaho,Gem,3.2859894078,1693.0,16.070901034,2021,8.3929098966
16047,Idaho,Gooding,2.6392605206,2824.0,20.890912047,2021,7.9109087953
16049,Idaho,Idaho,4.54060643,3822.0,16.641731937,2021,8.3358268063
16051,Idaho,Jefferson,2.3227645173,1588.0,14.43115395,2021,8.556884605
16053,Idaho,Jerome,2.5821788671,2390.0,19.206008584,2021,8.0793991416
16055,Idaho,Kootenai,3.551721555,1870.0,12.427501765,2021,8.7572498235
16057,Idaho,Latah,2.7008613558,2461.0,10.444263934,2021,8.9555736066
16059,Idaho,Lemhi,4.7672462142,2103.0,13.765996344,2021,8.6234003656
16061,Idaho,Lewis,5.4611650485,2776.0,15.321133836,2021,8.4678866164
16063,Idaho,Lincoln,3.551609323,2266.0,20.2170062,2021,7.97829938
16065,Idaho,Madison,1.8321863179,2007.0,10.915750916,2021,8.9084249084
16067,Idaho,Minidoka,2.5432616675,2074.0,19.293747451,2021,8.0706252549
16069,Idaho,Nez Perce,2.8399107185,3348.0,11.729152895,2021,8.8270847105
16071,Idaho,Oneida,2.283498492,3874.0,13.725490196,2021,8.627450980399999
16073,Idaho,Owyhee,3.3676849466,2533.0,23.723370089,2021,7.6276629911
16075,Idaho,Payette,3.5582611678,1851.0,14.653037568,2021,8.534696243199999
16077,Idaho,Power,3.1036168133,1367.0,17.854370439,2021,8.2145629561
16079,Idaho,Shoshone,5.9109469181,2523.0,15.142118863,2021,8.4857881137
16081,Idaho,Teton,2.20344099,1619.0,17.428487172,2021,8.257151282799999
16083,Idaho,Twin Falls,2.7999903365,2982.0,14.628970332,2021,8.5371029668
16085,Idaho,Valley,3.8890889449,2271.0,14.140189183,2021,8.5859810817
16087,Idaho,Washington,4.1630529055,2094.0,17.89218981,2021,8.210781018999999
17000,Illinois,,3.9688580751,4913.0,8.1194433799,2021,9.18805566201
17001,Illinois,Adams,3.4272822795,5655.0,5.5543703819,2021,9.44456296181
17003,Illinois,Alexander,6.1951219512,4429.0,6.7909168809,2021,9.32090831191
17005,Illinois,Bond,3.8299502106,3220.0,6.2168435013,2021,9.37831564987
17007,Illinois,Boone,5.6374872048,4571.0,7.5256353099,2021,9.24743646901
17009,Illinois,Brown,2.4056130972,5838.0,3.6997029436,2021,9.63002970564
17011,Illinois,Bureau,4.6400643974,3503.0,7.0954907162,2021,9.29045092838
17013,Illinois,Calhoun,4.8331907613,5283.0,6.0283687943,2021,9.39716312057
17015,Illinois,Carroll,4.1365187713,3285.0,6.9578370202,2021,9.30421629798
17017,Illinois,Cass,4.1265698907,5668.0,9.0927278183,2021,9.09072721817
17019,Illinois,Champaign,3.7593020272,5462.0,6.2022640075,2021,9.37977359925
17021,Illinois,Christian,4.8238111529,6155.0,6.0334744908,2021,9.39665255092
17023,Illinois,Clark,4.5235928766,6828.0,5.7806721338,2021,9.42193278662
17025,Illinois,Clay,4.5482483098,2590.0,6.5408925493,2021,9.34591074507
17027,Illinois,Clinton,3.1146583609,3428.0,5.5440572728,2021,9.44559427272
17029,Illinois,Coles,4.0494655209,7576.0,6.8729822437,2021,9.31270177563
17031,Illinois,Cook,3.7858236545,5144.0,10.178884206,2021,8.982111579400001
17033,Illinois,Crawford,4.3029259897,2995.0,6.0723236663,2021,9.39276763337
17035,Illinois,Cumberland,3.4285714286,5689.0,6.2629997689,2021,9.37370002311
17037,Illinois,DeKalb,4.1193566439,4490.0,6.5237130684,2021,9.34762869316
17039,Illinois,De Witt,4.3391188251,4261.0,5.9066042972,2021,9.40933957028
17041,Illinois,Douglas,3.5662087109,5614.0,10.249289997,2021,8.9750710003
17043,Illinois,DuPage,2.9178695633,3760.0,6.2633195799,2021,9.37366804201
17045,Illinois,Edgar,4.2465905311,6707.0,5.9774547612,2021,9.40225452388
17047,Illinois,Edwards,4.0883977901,4011.0,5.837664934,2021,9.4162335066
17049,Illinois,Effingham,3.2524522457,3455.0,5.8046079657,2021,9.41953920343
17051,Illinois,Fayette,4.3863179074,5687.0,7.795732862,2021,9.2204267138
17053,Illinois,Ford,4.2989214176,5460.0,6.4364796397,2021,9.35635203603
17055,Illinois,Franklin,5.4144385027,7004.0,6.7122477155,2021,9.32877522845
17057,Illinois,Fulton,5.5890446861,5183.0,6.786151356,2021,9.3213848644
17059,Illinois,Gallatin,4.8749470114,6373.0,6.065318818,2021,9.3934681182
17061,Illinois,Greene,4.3074884029,4987.0,7.2231453426,2021,9.27768546574
17063,Illinois,Grundy,4.4648822859,5206.0,4.5564755936,2021,9.54435244064
17065,Illinois,Hamilton,3.8660373118,6051.0,5.8388416745,2021,9.41611583255
17067,Illinois,Hancock,4.6904536862,3978.0,5.8750091797,2021,9.41249908203
17069,Illinois,Hardin,6.6009104704,9634.0,7.6710435384,2021,9.23289564616
17071,Illinois,Henderson,4.8103353491,5299.0,7.0185962807,2021,9.29814037193
17073,Illinois,Henry,4.766625689,3706.0,6.0624886749,2021,9.39375113251
17075,Illinois,Iroquois,4.1986050687,4124.0,7.3365380128,2021,9.26634619872
17077,Illinois,Jackson,3.813695118,4848.0,8.1699993401,2021,9.18300006599
17079,Illinois,Jasper,4.2425541033,3906.0,6.9251718324,2021,9.30748281676
17081,Illinois,Jefferson,4.5934379458,4979.0,6.5366331096,2021,9.34633668904
17083,Illinois,Jersey,4.4277435712,6384.0,5.1812865497,2021,9.48187134503
17085,Illinois,Jo Daviess,4.0574109854,4802.0,6.5743944637,2021,9.34256055363
17087,Illinois,Johnson,6.0168471721,5381.0,6.3964386129,2021,9.36035613871
17089,Illinois,Kane,4.4338638998,4696.0,9.7839431201,2021,9.02160568799
17091,Illinois,Kankakee,5.0011564396,5806.0,6.6202170979,2021,9.33797829021
17093,Illinois,Kendall,3.3105056098,3890.0,5.8828144751,2021,9.41171855249
17095,Illinois,Knox,4.9643118594,4139.0,6.55,2021,9.345
17097,Illinois,Lake,4.12314197,4568.0,7.3962727203,2021,9.26037272797
17099,Illinois,LaSalle,5.310715974,4146.0,6.3755903324,2021,9.36244096676
17101,Illinois,Lawrence,5.1919499408,5863.0,6.5437959602,2021,9.34562040398
17103,Illinois,Lee,3.9832994809,4615.0,5.6296177321,2021,9.43703822679
17105,Illinois,Livingston,4.0748964772,3339.0,5.6168987038,2021,9.43831012962
17107,Illinois,Logan,4.3488499882,4015.0,5.7790966704,2021,9.42209033296
17109,Illinois,McDonough,4.6663694457,4738.0,7.3696354407,2021,9.26303645593
17111,Illinois,McHenry,3.3145300591,5028.0,6.8018625867,2021,9.31981374133
17113,Illinois,McLean,3.7598914764,4149.0,5.3399576386,2021,9.46600423614
17115,Illinois,Macon,5.2693998569,5477.0,5.7632937341,2021,9.42367062659
17117,Illinois,Macoupin,4.2767567568,4893.0,5.8999274027,2021,9.41000725973
17119,Illinois,Madison,3.919288291,5086.0,6.0859502151,2021,9.39140497849
17121,Illinois,Marion,4.4739819005,6958.0,6.7650717864,2021,9.32349282136
17123,Illinois,Marshall,4.8080506895,3829.0,5.9038901602,2021,9.40961098398
17125,Illinois,Mason,5.3295490382,3892.0,6.250597343,2021,9.3749402657
17127,Illinois,Massac,5.5909412597,5426.0,6.277173913,2021,9.3722826087
17129,Illinois,Menard,3.7756037909,4586.0,5.1521298174,2021,9.48478701826
17131,Illinois,Mercer,4.9828599412,3501.0,5.3428830164,2021,9.46571169836
17133,Illinois,Monroe,3.1160723733,5375.0,3.757909994,2021,9.6242090006
17135,Illinois,Montgomery,5.2101835406,4632.0,6.0207278862,2021,9.39792721138
17137,Illinois,Morgan,4.0294366027,4733.0,5.4546934788,2021,9.45453065212
17139,Illinois,Moultrie,3.3254778738,6119.0,8.5665961945,2021,9.14334038055
17141,Illinois,Ogle,4.8287099595,4208.0,7.4840183758,2021,9.25159816242
17143,Illinois,Peoria,5.1115818052,4056.0,6.9488867125,2021,9.30511132875
17145,Illinois,Perry,5.1364557264,4986.0,5.6052154043,2021,9.43947845957
17147,Illinois,Piatt,3.6260426321,3030.0,5.4626617235,2021,9.45373382765
17149,Illinois,Pike,4.3361201644,4586.0,7.0504797664,2021,9.29495202336
17151,Illinois,Pope,5.5522740697,6882.0,7.560483871,2021,9.2439516129
17153,Illinois,Pulaski,6.5631262525,4781.0,7.2449952336,2021,9.27550047664
17155,Illinois,Putnam,5.0228310502,3880.0,5.6306306306,2021,9.43693693694
17157,Illinois,Randolph,3.681024285,5439.0,5.9510442398,2021,9.40489557602
17159,Illinois,Richland,4.0973463495,5121.0,6.8948852195,2021,9.31051147805
17161,Illinois,Rock Island,4.9487746222,4723.0,6.973018927,2021,9.3026981073
17163,Illinois,St. Clair,4.4573734709,5982.0,6.1999574204,2021,9.38000425796
17165,Illinois,Saline,5.2978767264,6452.0,6.4660518794,2021,9.35339481206
17167,Illinois,Sangamon,4.0258155917,5102.0,5.4596047431,2021,9.45403952569
17169,Illinois,Schuyler,4.2111687519,4028.0,7.1132075472,2021,9.28867924528
17171,Illinois,Scott,4.743083004,3970.0,5.3059152069,2021,9.46940847931
17173,Illinois,Shelby,3.8990182328,6085.0,5.4919499106,2021,9.45080500894
17175,Illinois,Stark,5.7142857143,2311.0,6.2440419447,2021,9.37559580553
17177,Illinois,Stephenson,4.3761169408,4334.0,6.1893629456,2021,9.38106370544
17179,Illinois,Tazewell,4.4171262971,4153.0,5.0092519165,2021,9.49907480835
17181,Illinois,Union,5.657859621,5381.0,7.129299218,2021,9.2870700782
17183,Illinois,Vermilion,5.1457099035,6683.0,6.6548672566,2021,9.33451327434
17185,Illinois,Wabash,3.847463398,4895.0,6.4752930864,2021,9.35247069136
17187,Illinois,Warren,4.0790088827,4417.0,7.2730116525,2021,9.27269883475
17189,Illinois,Washington,2.5258435732,3628.0,4.7215714543,2021,9.52784285457
17191,Illinois,Wayne,4.7646138529,1855.0,7.3661064866,2021,9.26338935134
17193,Illinois,White,3.8120966532,5915.0,6.6774010229,2021,9.33225989771
17195,Illinois,Whiteside,4.2635793268,4101.0,6.2773453691,2021,9.37226546309
17197,Illinois,Will,3.8165246504,5660.0,6.0180120226,2021,9.39819879774
17199,Illinois,Williamson,4.2960243887,6918.0,6.213371266,2021,9.3786628734
17201,Illinois,Winnebago,5.6675080934,4700.0,7.9576619629,2021,9.20423380371
17203,Illinois,Woodford,3.7360890302,3025.0,5.1321727917,2021,9.48678272083
18000,Indiana,,3.3156096572,4795.0,9.7298662756,2021,9.02701337244
18001,Indiana,Adams,2.72384816,4220.0,11.991773987,2021,8.8008226013
18003,Indiana,Allen,3.1456271179,5105.0,10.342206527,2021,8.9657793473
18005,Indiana,Bartholomew,2.4985008995,4765.0,9.5637242062,2021,9.04362757938
18007,Indiana,Benton,3.1863814928,3992.0,10.275724844,2021,8.9724275156
18009,Indiana,Blackford,3.9552536956,4059.0,8.5661283282,2021,9.14338716718
18011,Indiana,Boone,2.4609053498,3542.0,6.6927378135,2021,9.33072621865
18013,Indiana,Brown,2.9935483871,3140.0,10.710562891,2021,8.9289437109
18015,Indiana,Carroll,3.0070066174,4171.0,10.254021489,2021,8.9745978511
18017,Indiana,Cass,3.4954153932,4520.0,12.325040155,2021,8.7674959845
18019,Indiana,Clark,3.3250933062,5973.0,8.8222986558,2021,9.11777013442
18021,Indiana,Clay,3.5466842626,5223.0,7.8775337441,2021,9.21224662559
18023,Indiana,Clinton,2.6812140909,3561.0,11.78652536,2021,8.821347464
18025,Indiana,Crawford,4.1444398851,5482.0,11.402047132,2021,8.859795286799999
18027,Indiana,Daviess,2.5936083949,5558.0,17.288723489,2021,8.2711276511
18029,Indiana,Dearborn,3.5517334465,5407.0,7.3263957388,2021,9.26736042612
18031,Indiana,Decatur,2.8833377624,5330.0,7.7628251445,2021,9.22371748555
18033,Indiana,DeKalb,2.8209860269,4537.0,8.1319353672,2021,9.18680646328
18035,Indiana,Delaware,3.8780239132,5365.0,9.4086888418,2021,9.05913111582
18037,Indiana,Dubois,2.397926118,2590.0,8.4990543871,2021,9.15009456129
18039,Indiana,Elkhart,3.0750568881,3517.0,14.969740224,2021,8.5030259776
18041,Indiana,Fayette,4.7321123877,4394.0,9.6592166408,2021,9.03407833592
18043,Indiana,Floyd,3.1605139125,5029.0,7.5553015324,2021,9.24446984676
18045,Indiana,Fountain,3.5111662531,5129.0,9.4089543038,2021,9.05910456962
18047,Indiana,Franklin,3.4422505679,5171.0,8.4592960484,2021,9.15407039516
18049,Indiana,Fulton,3.1766841468,3073.0,11.353110527,2021,8.8646889473
18051,Indiana,Gibson,2.5135660899,4695.0,7.389380531,2021,9.2610619469
18053,Indiana,Grant,3.7225520686,5857.0,8.624703822,2021,9.1375296178
18055,Indiana,Greene,4.1083916084,6464.0,9.3362623568,2021,9.06637376432
18057,Indiana,Hamilton,2.5219185426,3033.0,5.4654982069,2021,9.45345017931
18059,Indiana,Hancock,2.8490239684,3490.0,7.3133745017,2021,9.26866254983
18061,Indiana,Harrison,3.2326106151,4280.0,8.2715674362,2021,9.17284325638
18063,Indiana,Hendricks,2.7053930894,3594.0,6.6185778438,2021,9.33814221562
18065,Indiana,Henry,3.2934807128,5417.0,8.0994969257,2021,9.19005030743
18067,Indiana,Howard,4.0173371258,4462.0,8.1180303795,2021,9.18819696205
18069,Indiana,Huntington,3.265372874,4607.0,8.5945050393,2021,9.14054949607
18071,Indiana,Jackson,2.6391429318,3051.0,10.486634681,2021,8.951336531900001
18073,Indiana,Jasper,3.6750836629,4143.0,9.639457312,2021,9.0360542688
18075,Indiana,Jay,3.0200989161,3833.0,10.740652536,2021,8.9259347464
18077,Indiana,Jefferson,3.3890436397,5051.0,8.6126553303,2021,9.13873446697
18079,Indiana,Jennings,3.2943598794,3599.0,9.3614028919,2021,9.06385971081
18081,Indiana,Johnson,2.687856072,4496.0,8.5568162932,2021,9.14431837068
18083,Indiana,Knox,3.0832974602,5458.0,9.1626448727,2021,9.08373551273
18085,Indiana,Kosciusko,2.8040906735,4896.0,11.442279508,2021,8.8557720492
18087,Indiana,LaGrange,2.784835351,3657.0,25.468805284,2021,7.453119471600001
18089,Indiana,Lake,4.8849004736,6828.0,8.7816744273,2021,9.12183255727
18091,Indiana,LaPorte,4.2653239566,5579.0,9.1228529909,2021,9.08771470091
18093,Indiana,Lawrence,3.6052148539,3278.0,9.3233499723,2021,9.06766500277
18095,Indiana,Madison,3.6836439481,5107.0,9.0176746423,2021,9.09823253577
18097,Indiana,Marion,3.269184347,4873.0,11.977225787,2021,8.8022774213
18099,Indiana,Marshall,3.1240586944,4076.0,12.732869805,2021,8.7267130195
18101,Indiana,Martin,2.6208178439,2512.0,9.2578803673,2021,9.07421196327
18103,Indiana,Miami,3.9053940839,4542.0,10.293267563,2021,8.9706732437
18105,Indiana,Monroe,3.3239500697,3129.0,9.8171140348,2021,9.01828859652
18107,Indiana,Montgomery,3.0606832166,3908.0,9.5381987782,2021,9.04618012218
18109,Indiana,Morgan,3.0877039308,3156.0,8.5382501858,2021,9.14617498142
18111,Indiana,Newton,4.1080312722,5499.0,13.184057322,2021,8.6815942678
18113,Indiana,Noble,3.1018518519,5063.0,11.113929831,2021,8.8886070169
18115,Indiana,Ohio,3.4989065917,3876.0,7.493938726,2021,9.2506061274
18117,Indiana,Orange,3.4670056628,1902.0,10.057061341,2021,8.994293865900001
18119,Indiana,Owen,3.9838521194,4203.0,10.607701564,2021,8.9392298436
18121,Indiana,Parke,3.7802136031,4726.0,11.603078706,2021,8.8396921294
18123,Indiana,Perry,3.3096926714,2270.0,7.8384124734,2021,9.21615875266
18125,Indiana,Pike,3.3002763778,3371.0,8.7191515399,2021,9.12808484601
18127,Indiana,Porter,3.726332138,5243.0,7.9265889367,2021,9.20734110633
18129,Indiana,Posey,2.7339181287,5491.0,6.3565666812,2021,9.36434333188
18131,Indiana,Pulaski,3.0750494748,4992.0,9.6639935032,2021,9.03360064968
18133,Indiana,Putnam,3.4503201328,5078.0,7.8586932116,2021,9.21413067884
18135,Indiana,Randolph,3.7454833877,4155.0,10.452354088,2021,8.9547645912
18137,Indiana,Ripley,3.2528270278,4376.0,9.1867016472,2021,9.08132983528
18139,Indiana,Rush,2.676588183,5416.0,10.280999108,2021,8.9719000892
18141,Indiana,St. Joseph,3.6157471542,4007.0,10.328897469,2021,8.9671102531
18143,Indiana,Scott,3.5754716981,6723.0,8.6843314443,2021,9.13156685557
18145,Indiana,Shelby,2.9001074114,6170.0,8.0448428035,2021,9.19551571965
18147,Indiana,Spencer,3.1362420441,3718.0,8.5035891773,2021,9.14964108227
18149,Indiana,Starke,4.3360433604,5774.0,10.028653295,2021,8.9971346705
18151,Indiana,Steuben,2.6605725283,4204.0,10.070932747,2021,8.992906725300001
18153,Indiana,Sullivan,4.2515395547,6027.0,9.7656513811,2021,9.02343486189
18155,Indiana,Switzerland,3.324044586,5505.0,11.457378552,2021,8.8542621448
18157,Indiana,Tippecanoe,2.9279461008,3905.0,9.5580533009,2021,9.04419466991
18159,Indiana,Tipton,2.7096497804,4027.0,8.5956518089,2021,9.14043481911
18161,Indiana,Union,3.2736429771,6067.0,9.1798612347,2021,9.08201387653
18163,Indiana,Vanderburgh,3.0612674869,5153.0,9.5796345549,2021,9.04203654451
18165,Indiana,Vermillion,5.1981252663,7412.0,8.211143695,2021,9.1788856305
18167,Indiana,Vigo,4.2955539058,7068.0,9.9114365584,2021,9.00885634416
18169,Indiana,Wabash,3.1189987418,4647.0,9.089354425,2021,9.0910645575
18171,Indiana,Warren,3.0059171598,4913.0,7.2432762836,2021,9.27567237164
18173,Indiana,Warrick,2.8980268113,5100.0,6.8613985879,2021,9.31386014121
18175,Indiana,Washington,3.3113063685,3150.0,10.42604326,2021,8.957395673999999
18177,Indiana,Wayne,3.5782519996,5936.0,10.701445877,2021,8.9298554123
18179,Indiana,Wells,2.6939506683,5430.0,7.8963521571,2021,9.21036478429
18181,Indiana,White,2.7031008323,2956.0,11.551986564,2021,8.8448013436
18183,Indiana,Whitley,2.9472624574,4622.0,8.2338945167,2021,9.17661054833
19000,Iowa,,2.749545241,3536.0,5.6099652977,2021,9.43900347023
19001,Iowa,Adair,2.3592618547,2454.0,5.242754292,2021,9.4757245708
19003,Iowa,Adams,1.7202354006,1445.0,6.5827338129,2021,9.34172661871
19005,Iowa,Allamakee,3.5113484646,2119.0,9.1768263869,2021,9.08231736131
19007,Iowa,Appanoose,3.5572468564,3752.0,6.1075949367,2021,9.38924050633
19009,Iowa,Audubon,2.4905422446,1395.0,6.8906744582,2021,9.31093255418
19011,Iowa,Benton,2.9538013823,4278.0,4.6292739147,2021,9.53707260853
19013,Iowa,Black Hawk,3.2285145134,3315.0,5.5317428985,2021,9.44682571015
19015,Iowa,Boone,2.3760807867,4987.0,4.5424528302,2021,9.54575471698
19017,Iowa,Bremer,2.332836985,3637.0,3.6801962771,2021,9.63198037229
19019,Iowa,Buchanan,2.769793572,3093.0,5.2891601279,2021,9.47108398721
19021,Iowa,Buena Vista,2.1049983227,2822.0,10.242638696,2021,8.975736130400001
19023,Iowa,Butler,3.2064878353,4506.0,5.2983676746,2021,9.47016323254
19025,Iowa,Calhoun,2.5510204082,3554.0,5.6961110308,2021,9.43038889692
19027,Iowa,Carroll,1.9448946515,3021.0,4.6329383738,2021,9.53670616262
19029,Iowa,Cass,2.8293798228,1514.0,7.0454082672,2021,9.29545917328
19031,Iowa,Cedar,2.4704813806,2846.0,4.4508592911,2021,9.55491407089
19033,Iowa,Cerro Gordo,2.7467703499,4178.0,4.8073978811,2021,9.51926021189
19035,Iowa,Cherokee,2.5148165946,5164.0,6.0209424084,2021,9.39790575916
19037,Iowa,Chickasaw,2.8614685844,3739.0,6.6298928609,2021,9.33701071391
19039,Iowa,Clarke,2.9132106008,4359.0,6.3624338624,2021,9.36375661376
19041,Iowa,Clay,2.7713358071,4199.0,5.3154574132,2021,9.46845425868
19043,Iowa,Clayton,3.6501310552,4264.0,6.3868201309,2021,9.36131798691
19045,Iowa,Clinton,3.7272177594,3506.0,5.2035589108,2021,9.47964410892
19047,Iowa,Crawford,3.5688361965,4472.0,10.990191165,2021,8.9009808835
19049,Iowa,Dallas,1.9616797379,2269.0,3.7162669604,2021,9.62837330396
19051,Iowa,Davis,2.8618343889,2598.0,11.124727669,2021,8.8875272331
19053,Iowa,Decatur,2.2232203009,3365.0,7.7454803261,2021,9.22545196739
19055,Iowa,Delaware,2.3507462687,1112.0,5.6943129688,2021,9.43056870312
19057,Iowa,Des Moines,3.9669168326,4995.0,4.9039185517,2021,9.50960814483
19059,Iowa,Dickinson,2.884239343,2679.0,4.9422742369,2021,9.50577257631
19061,Iowa,Dubuque,2.6380034073,8826.0,4.4817304423,2021,9.55182695577
19063,Iowa,Emmet,2.5506376594,2603.0,7.063890883,2021,9.2936109117
19065,Iowa,Fayette,3.5627906977,1880.0,6.1839714689,2021,9.38160285311
19067,Iowa,Floyd,3.5646652557,4120.0,6.8166885677,2021,9.31833114323
19069,Iowa,Franklin,2.3468507334,2579.0,7.4092805664,2021,9.25907194336
19071,Iowa,Fremont,2.7599142551,3633.0,4.9030574198,2021,9.50969425802
19073,Iowa,Greene,2.400436443,2916.0,5.4691997697,2021,9.45308002303
19075,Iowa,Grundy,2.7630982938,1695.0,3.8967715402,2021,9.61032284598
19077,Iowa,Guthrie,2.9808872523,2786.0,5.8695389084,2021,9.41304610916
19079,Iowa,Hamilton,2.8514399772,4627.0,5.465175394,2021,9.4534824606
19081,Iowa,Hancock,2.4186822352,2541.0,5.150266602,2021,9.4849733398
19083,Iowa,Hardin,3.1947323497,3098.0,5.6204785754,2021,9.43795214246
19085,Iowa,Harrison,2.4465240642,2538.0,5.2594235033,2021,9.47405764967
19087,Iowa,Henry,2.6580749094,3392.0,5.537481361,2021,9.4462518639
19089,Iowa,Howard,2.8158295282,2606.0,6.4610254273,2021,9.35389745727
19091,Iowa,Humboldt,2.6589595376,1429.0,6.3590018782,2021,9.36409981218
19093,Iowa,Ida,1.9809069212,4514.0,4.9848942598,2021,9.50151057402
19095,Iowa,Iowa,2.208497099,3465.0,4.3444828912,2021,9.56555171088
19097,Iowa,Jackson,3.1524270106,4578.0,5.5751864939,2021,9.44248135061
19099,Iowa,Jasper,2.9351671899,2959.0,4.275060397,2021,9.5724939603
19101,Iowa,Jefferson,2.4480639813,2492.0,7.7559300874,2021,9.22440699126
19103,Iowa,Johnson,2.0325110574,3187.0,5.670633288,2021,9.4329366712
19105,Iowa,Jones,3.1629275469,3424.0,5.4003484096,2021,9.45996515904
19107,Iowa,Keokuk,3.2586174421,2411.0,6.3292728871,2021,9.36707271129
19109,Iowa,Kossuth,2.2256061848,3692.0,5.1769911504,2021,9.48230088496
19111,Iowa,Lee,3.9388379205,3324.0,4.8787061995,2021,9.51212938005
19113,Iowa,Linn,2.9141523855,4258.0,4.3285143363,2021,9.56714856637
19115,Iowa,Louisa,3.0643846781,3714.0,9.3229744728,2021,9.06770255272
19117,Iowa,Lucas,2.0638297872,3689.0,5.1523297491,2021,9.48476702509
19119,Iowa,Lyon,1.6468946267,2899.0,6.5233198296,2021,9.34766801704
19121,Iowa,Madison,3.6459527631,2850.0,4.6755370549,2021,9.53244629451
19123,Iowa,Mahaska,2.5344856241,3894.0,5.2737059093,2021,9.47262940907
19125,Iowa,Marion,2.1435478672,3359.0,4.1485879577,2021,9.58514120423
19127,Iowa,Marshall,4.520984399,2055.0,7.6297370578,2021,9.23702629422
19129,Iowa,Mills,2.3305366893,3952.0,4.8839741979,2021,9.51160258021
19131,Iowa,Mitchell,1.6973532796,2466.0,7.1057401813,2021,9.28942598187
19133,Iowa,Monona,2.9718341096,5981.0,6.1825470244,2021,9.38174529756
19135,Iowa,Monroe,3.0637254902,2996.0,5.8595014568,2021,9.41404985432
19137,Iowa,Montgomery,2.6590506204,5593.0,5.963243799,2021,9.4036756201
19139,Iowa,Muscatine,2.8680947012,3282.0,5.6103837344,2021,9.43896162656
19141,Iowa,O'Brien,2.1632604279,2992.0,5.7284951188,2021,9.42715048812
19143,Iowa,Osceola,1.928451649,3204.0,7.2112316528,2021,9.27887683472
19145,Iowa,Page,2.5933930225,3888.0,6.0152526215,2021,9.39847473785
19147,Iowa,Palo Alto,2.2245108136,2710.0,4.9177921315,2021,9.50822078685
19149,Iowa,Plymouth,2.2483868822,2944.0,5.0048971596,2021,9.49951028404
19151,Iowa,Pocahontas,1.9176291131,4413.0,7.0048780488,2021,9.29951219512
19153,Iowa,Polk,2.8332224845,3217.0,5.7522463528,2021,9.42477536472
19155,Iowa,Pottawattamie,2.4300695754,3996.0,6.1164352651,2021,9.38835647349
19157,Iowa,Poweshiek,2.666287124,3033.0,5.4236006051,2021,9.45763993949
19159,Iowa,Ringgold,2.8673835125,2144.0,6.9151809833,2021,9.30848190167
19161,Iowa,Sac,2.3680775685,3283.0,5.9022607283,2021,9.40977392717
19163,Iowa,Scott,3.333664054,4499.0,5.2202672497,2021,9.47797327503
19165,Iowa,Shelby,2.1173356859,2262.0,6.1194700202,2021,9.38805299798
19167,Iowa,Sioux,1.8791002812,1936.0,6.5543823755,2021,9.34456176245
19169,Iowa,Story,1.857637423,3022.0,5.640816219,2021,9.4359183781
19171,Iowa,Tama,3.1223980017,3341.0,7.8563995838,2021,9.21436004162
19173,Iowa,Taylor,1.9094548814,3158.0,7.1098993289,2021,9.28901006711
19175,Iowa,Union,3.231372549,2135.0,6.0615610883,2021,9.39384389117
19177,Iowa,Van Buren,2.7194399569,3489.0,8.7400259788,2021,9.12599740212
19179,Iowa,Wapello,3.6750055346,3567.0,7.3016440315,2021,9.26983559685
19181,Iowa,Warren,2.5362192961,2979.0,3.7807318468,2021,9.62192681532
19183,Iowa,Washington,2.4813692572,3490.0,6.6768172334,2021,9.33231827666
19185,Iowa,Wayne,2.5983146067,4421.0,7.4322948483,2021,9.25677051517
19187,Iowa,Webster,3.1101446344,3876.0,5.4216645137,2021,9.45783354863
19189,Iowa,Winnebago,2.7718960539,3063.0,5.2218991023,2021,9.47781008977
19191,Iowa,Winneshiek,2.8536082474,1879.0,4.3877769072,2021,9.56122230928
19193,Iowa,Woodbury,2.7110725725,4589.0,8.149297209,2021,9.1850702791
19195,Iowa,Worth,2.8109627547,2683.0,5.5763345801,2021,9.44236654199
19197,Iowa,Wright,2.5957446809,2523.0,7.1893399442,2021,9.28106600558
20000,Kansas,,3.1652360154,3959.0,10.097742798,2021,8.9902257202
20001,Kansas,Allen,3.5270354257,5456.0,8.8170693442,2021,9.11829306558
20003,Kansas,Anderson,3.2790809,3032.0,10.570032573,2021,8.9429967427
20005,Kansas,Atchison,5.1667382281,4816.0,7.2881080202,2021,9.27118919798
